	page #	brand	url	product	price
139	3	 VANS 	https://eshop.cataloghk.com/105vn0a38g11ul.html	WOMEN VANS OLD SKOOL	HK$439.00
140	3	 VANS 	https://eshop.cataloghk.com/105vn0a38g17zf.html	UNISEX VANS OLD SKOOL	HK$550.00
141	3	 VANS 	https://eshop.cataloghk.com/105vn0a4u381gl.html	WOMEN VANS CLASSIC SLIP-ON	HK$450.00
142	3	 VANS 	https://eshop.cataloghk.com/105vn0a3mvl25r.html	WOMEN VANS STYLE 36 DECON SF	HK$251.00
143	3	 PUMA 	https://eshop.cataloghk.com/1pu37112502.html	WOMEN PUMA CILIA MODE	HK$499.00
144	3	 PUMA 	https://eshop.cataloghk.com/1pu37321702.html	WOMEN PUMA CILIA MODE LEO	HK$499.00
145	3	 New Balance 	https://eshop.cataloghk.com/112m998nv.html	MEN NEW BALANCE MADE IN USA 998	HK$1,799.00
146	3	 New Balance 	https://eshop.cataloghk.com/112w998g.html	WOMEN NEW BALANCE MADE IN USA 998	HK$1,799.00
147	3	 New Balance 	https://eshop.cataloghk.com/112ws327coa.html	WOMEN NEW BALANCE 327	HK$799.00
148	3	 New Balance 	https://eshop.cataloghk.com/112ml827aao.html	UNISEX NEW BALANCE 827	HK$749.00
149	3	 New Balance 	https://eshop.cataloghk.com/112ml827aaq.html	UNISEX NEW BALANCE 827	HK$749.00
150	3	 New Balance 	https://eshop.cataloghk.com/112ms327sfb.html	UNISEX NEW BALANCE 327	HK$799.00
151	3	 New Balance 	https://eshop.cataloghk.com/112m997bbk.html	MEN NEW BALANCE MADE IN USA 997	HK$1,899.00
152	3	 New Balance 	https://eshop.cataloghk.com/112m1300cls.html	MEN NEW BALANCE MADE IN USA 1300	HK$1,899.00
153	3	 New Balance 	https://eshop.cataloghk.com/112m997gy.html	MEN NEW BALANCE MADE IN USA 997	HK$1,899.00
154	3	 New Balance 	https://eshop.cataloghk.com/112m997nv.html	MEN NEW BALANCE MADE IN USA 997 (NAVY)	HK$1,899.00
155	3	 New Balance 	https://eshop.cataloghk.com/112m998.html	MEN NEW BALANCE MADE IN USA 998	HK$1,799.00
156	3	 New Balance 	https://eshop.cataloghk.com/112m991ngn.html	MEN NEW BALANCE MADE IN USA 991	HK$1,899.00
157	3	 New Balance 	https://eshop.cataloghk.com/112m996nav.html	MEN NEW BALANCE MADE IN USA 996 (NAVY)	HK$1,699.00
